id	sentence	cg_supertags
2782	Une femme coupe des crevettes	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2783	Une femme coupe des crevettes	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2784	Un homme coupe du beurre dans un petit récipient	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n']
2785	Une femme coupe des crevettes	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2786	Un homme coupe du beurre dans un récipient	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2787	Les hommes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2788	Les hommes coupent du bois	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2789	Les femmes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2790	Les hommes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2791	Certains hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2792	Les hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2793	Certains hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2794	Il n'y a pas d'hommes qui scient	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dl(0,np,s)']
2795	Les hommes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2796	Les hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2797	Les hommes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2798	Il n'y a pas d'hommes qui scient	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dl(0,np,s)']
2799	Les hommes coupent du bois	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2800	Certains hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2801	Certains hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2802	Les femmes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2803	Les hommes scient des bûches	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2804	Certains hommes scient	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2805	Une femme se lave les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2806	Une femme se brosse les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2807	Une femme se brosse la main	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2808	Une femme se brosse les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2809	Une femme coupe un oignon rouge	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2810	Une femme coupe un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2811	Une femme coupe un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2812	Une femme ne coupe pas un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dl(1,s,s)', 'dr(0,np,n)', 'n']
2813	Une femme coupe un oignon rouge	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2814	Une femme se brosse les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2815	Une femme se brosse les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2816	Une femme ne coupe pas un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dl(1,s,s)', 'dr(0,np,n)', 'n']
2817	Une femme coupe un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2818	Une femme se lave les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2819	Une femme se brosse la main	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2820	Une femme coupe un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2821	Une femme se brosse les pieds	['dr(0,np,n)', 'n', 'cl_r', 'dr(0,dl(0,cl_r,dl(0,np,s)),np)', 'dr(0,np,n)', 'n']
2822	Une femme coupe un oignon	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n']
2823	Un homme joue de la guitare	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2824	Un homme ne joue pas de la guitare	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),pp)', 'dl(1,s,s)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2825	Un homme joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2826	Un musicien joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2827	Il n'y a pas d'homme jouant du clavier	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),pp_de)', 'dr(0,pp_de,n)', 'n']
2828	Un homme joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2829	Un homme joue de la guitare	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2830	Un musicien joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2831	Il n'y a pas d'homme jouant du clavier	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),pp_de)', 'dr(0,pp_de,n)', 'n']
2832	Un homme joue de la guitare	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2833	Un homme joue de la guitare électrique	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2834	Un homme joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2835	Un homme ne joue pas de la guitare	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dr(0,dl(0,np,s),pp)', 'dl(1,s,s)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2836	Un homme joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2837	Un homme joue de la guitare	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2838	Un homme joue du clavier	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,n)', 'n']
2839	Un homme crache sur le sol	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'n']
2840	Un homme crache	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2841	Un homme crache	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2842	Il n'y a pas d'homme qui crache	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dl(0,np,s)']
2843	Un homme parle à la radio	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2844	Un homme parle	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2845	Un homme parle	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2846	Un homme est en train de rire	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dl(0,np,s_inf)']
2847	Un homme parle à la radio	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2848	Un homme crache	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2849	Un homme est en train de rire	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dl(0,np,s_inf)']
2850	Un homme crache	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2851	Un homme crache sur le sol	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'n']
2852	Un homme parle	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2853	Il n'y a pas d'homme qui crache	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dl(0,np,s)']
2854	Un homme parle	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2855	Un homme parle	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2856	Un homme crache	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2857	Un homme est en train de répandre de la pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n']
2858	La pâte est propagée par un homme	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),pp_par)', 'dr(0,pp_par,np)', 'dr(0,np,n)', 'n']
2859	Un homme est grumeleuse pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,n,n))', 'dl(0,np,s_pass)', 'n']
2860	Un homme est en train de répandre de la pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n']
2861	Une femme tranche de la viande avec un couteau tranchant	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2862	Une femme tranche de la viande avec un couteau	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2863	Une femme tranche de la viande avec un couteau	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2864	Il n'y a pas de femme qui tranche de la viande avec un couteau	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2865	Une femme tranche de la viande avec un couteau tranchant	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2866	Un homme est en train de répandre de la pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n']
2867	Un homme est en train de répandre de la pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n']
2868	Il n'y a pas de femme qui tranche de la viande avec un couteau	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2869	La pâte est propagée par un homme	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s_pass))', 'dr(0,dl(0,np,s_pass),pp_par)', 'dr(0,pp_par,np)', 'dr(0,np,n)', 'n']
2870	Une femme tranche de la viande avec un couteau	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2871	Une femme tranche de la viande avec un couteau	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2872	Un homme est grumeleuse pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,n,n))', 'dl(0,np,s_pass)', 'n']
2873	Une femme tranche de la viande avec un couteau	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2874	Un homme est en train de répandre de la pâte	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,n)', 'dr(0,n,dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),dl(0,np,s_inf))', 'dr(0,dl(0,np,s_inf),np)', 'dr(0,np,np)', 'dr(0,np,n)', 'n']
2875	Un bébé heureux rit	['dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,n,n)']
2876	Un bébé rit	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2877	Un bébé rit	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2878	Un bébé pleure	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2879	Un homme exerce	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2880	Un homme fait de l'activité physique	['dr(0,np,n)', 'n', 'dr(0,dr(0,dl(0,np,s),np),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2881	Un homme se repose	['dr(0,np,n)', 'n', 'cl_r', 'dl(0,cl_r,dl(0,np,s))']
2882	Un homme exerce	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2883	Un homme fait de l'activité physique	['dr(0,np,n)', 'n', 'dr(0,dr(0,dl(0,np,s),np),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2884	Un bébé rit	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2885	Un bébé rit	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2886	Un homme se repose	['dr(0,np,n)', 'n', 'cl_r', 'dl(0,cl_r,dl(0,np,s))']
2887	Un homme exerce	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2888	Un bébé heureux rit	['dr(0,np,n)', 'n', 'dl(0,n,n)', 'dl(0,n,n)']
2889	Un bébé pleure	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2890	Un homme exerce	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2891	Un homme exerce	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2892	Un bébé rit	['dr(0,np,n)', 'n', 'dl(0,np,s)']
2893	Trois hommes sautent d'un grand mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n']
2894	Trois hommes sautent d'un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2895	Trois hommes sautent sur un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'n']
2896	Trois hommes sautent d'un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2897	Trois jeunes hommes courent furieusement, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dl(1,s,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2898	Trois jeunes hommes courent, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2899	Trois jeunes hommes courent, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2900	Il n'y a pas d'homme qui court, saute et donne des coups de pied près d'un distributeur automatique	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2901	Trois hommes sautent d'un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2902	Trois jeunes hommes courent furieusement, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dl(1,s,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2903	Il n'y a pas d'homme qui court, saute et donne des coups de pied près d'un distributeur automatique	['np', 'dr(0,dl(0,np,s),dl(0,np,s))', 'cl_y', 'dr(0,dl(0,cl_y,dl(0,np,s)),np)', 'dr(0,np,pp_de)', 'dr(0,pp_de,n)', 'n', 'dr(0,dl(0,n,n),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2904	Trois hommes sautent d'un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2905	Trois jeunes hommes courent, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2906	Trois hommes sautent d'un grand mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'dr(0,n,n)', 'n']
2907	Trois jeunes hommes courent, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2908	Trois hommes sautent sur un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp,np)', 'dr(0,np,n)', 'n']
2909	Trois hommes sautent d'un mur	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),pp)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n']
2910	Trois jeunes hommes courent, sautent et donnent des coups de pied près d'un distributeur automatique	['dr(0,np,n)', 'dr(0,n,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(0,dl(0,np,s),dl(0,np,s)),dl(0,np,s))', 'dr(0,dl(0,np,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n', 'dr(0,dl(1,s,s),pp_de)', 'dr(0,pp_de,np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2911	Un cerf saute par-dessus une clôture de cyclone	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n']
2912	Un cerf saute par-dessus un mur	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2913	Un cerf est debout à l'intérieur d'une clôture	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,n,n))', 'dl(0,n,n)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),np)', 'dr(0,np,n)', 'n']
2914	Un cerf saute par-dessus une clôture de cyclone	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n', 'dr(0,dl(0,n,n),n)', 'n']
2915	Le cerf saute par-dessus la clôture basse	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n', 'dl(0,n,n)']
2916	Le cerf saute par-dessus la clôture	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2917	Le cerf saute par-dessus la clôture	['dr(0,np,n)', 'n', 'dl(0,np,s)', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
2918	Le cerf ne saute pas par-dessus la clôture	['dr(0,np,n)', 'n', 'dr(0,dl(0,np,s),dl(0,np,s))', 'dl(0,np,s)', 'dr(0,dl(1,s,s),dl(1,s,s))', 'dr(0,dl(1,s,s),np)', 'dr(0,np,n)', 'n']
