id	sentence	pros	formula
5104	Une personne coupe des champignons	p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5105	Il n'y a personne qui coupe des champignons	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,personne,p(0,qui,p(0,coupe,p(0,des,champignons))))))))	appl(appl(word(1),appl(appl(word(3),appl(appl(word(5),appl(word(6),appl(word(7),word(8)))),word(4))),word(2))),word(0))
5106	Une personne coupe des champignons avec un couteau	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons))),p(0,avec,p(0,un,couteau)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5107	Une personne coupe des champignons avec un couteau	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons))),p(0,avec,p(0,un,couteau)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5108	Une personne coupe des champignons	p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5109	Une personne coupe des champignons	p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5110	Une personne range les champignons	p(0,p(0,'Une',personne),p(0,range,p(0,les,champignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5111	Une personne coupe des champignons avec un couteau	p(1,p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons))),p(0,avec,p(0,un,couteau)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5112	Une personne coupe des champignons	p(0,p(0,'Une',personne),p(0,coupe,p(0,des,champignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5135	Un singe est en train de brosser le chien	p(0,p(0,'Un',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5136	Le singe est en train de brosser le chien	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5137	Un singe est en train de brosser le chien	p(0,p(0,'Un',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5138	Il n'y a pas de singe qui brosse le chien	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,singe,p(0,qui,p(0,brosse,p(0,le,chien))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),appl(word(9),word(10)))),word(6))))),word(2))),word(0))
5140	Le singe est en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau))))	appl(appl(word(2),appl(word(3),appl(word(9),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8)))))))),appl(word(0),word(1)))
5141	Le singe est en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau))))	appl(appl(word(2),appl(word(3),appl(word(9),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8)))))))),appl(word(0),word(1)))
5142	Le singe n'est pas en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,'n\'',p(0,p(1,est,pas),p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau)))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(word(11),appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10)))))))),A)))),appl(word(0),word(1)))
5143	Le singe est en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau))))	appl(appl(word(2),appl(word(3),appl(word(9),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8)))))))),appl(word(0),word(1)))
5144	Un chien taureau brosse le singe	p(0,p(0,'Un',p(0,chien,taureau)),p(0,brosse,p(0,le,singe)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(0),appl(word(2),word(1))))
5146	Un singe est en train de brosser le chien	p(0,p(0,'Un',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5147	Un singe est en train de brosser le chien	p(0,p(0,'Un',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5148	Le singe n'est pas en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,'n\'',p(0,p(1,est,pas),p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau)))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),appl(word(11),appl(word(6),appl(word(7),appl(word(8),appl(word(9),word(10)))))))),A)))),appl(word(0),word(1)))
5149	Un singe est en train de brosser le chien	p(0,p(0,'Un',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5150	Un chien taureau brosse le singe	p(0,p(0,'Un',p(0,chien,taureau)),p(0,brosse,p(0,le,singe)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(0),appl(word(2),word(1))))
5151	Le singe est en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau))))	appl(appl(word(2),appl(word(3),appl(word(9),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8)))))))),appl(word(0),word(1)))
5152	Le singe est en train de brosser le chien	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5153	Le singe est en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau))))	appl(appl(word(2),appl(word(3),appl(word(9),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8)))))))),appl(word(0),word(1)))
5154	Il n'y a pas de singe qui brosse le chien	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,singe,p(0,qui,p(0,brosse,p(0,le,chien))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),appl(word(9),word(10)))),word(6))))),word(2))),word(0))
5155	Le singe est en train de brosser un chien taureau	p(0,p(0,'Le',singe),p(0,est,p(0,en,p(0,p(0,train,p(0,de,p(0,brosser,p(0,un,chien)))),taureau))))	appl(appl(word(2),appl(word(3),appl(word(9),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8)))))))),appl(word(0),word(1)))
5156	Un singe est en train de brosser le chien	p(0,p(0,'Un',singe),p(0,est,p(0,en,p(0,train,p(0,de,p(0,brosser,p(0,le,chien)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5157	Une femme coupe rapidement un oignon	p(0,p(0,'Une',femme),p(0,p(1,coupe,rapidement),p(0,un,oignon)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
5158	Une femme coupe un oignon	p(0,p(0,'Une',femme),p(0,coupe,p(0,un,oignon)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5159	Il n'y a pas de femme coupant un oignon	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,femme,p(0,coupant,p(0,un,oignon)))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6))))),word(2))),word(0))
5160	Une femme coupe un oignon	p(0,p(0,'Une',femme),p(0,coupe,p(0,un,oignon)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5161	La dame est en train de couper des oignons	p(0,p(0,'La',dame),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5162	La femme est en train de couper des oignons	p(0,p(0,'La',femme),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5163	La femme est en train de couper des oignons	p(0,p(0,'La',femme),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5164	La femme jette des oignons	p(0,p(0,'La',femme),p(0,jette,p(0,des,oignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5165	La dame est en train de couper des oignons	p(0,p(0,'La',dame),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5166	Une femme coupe un oignon	p(0,p(0,'Une',femme),p(0,coupe,p(0,un,oignon)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5167	La femme jette des oignons	p(0,p(0,'La',femme),p(0,jette,p(0,des,oignons)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5168	Une femme coupe un oignon	p(0,p(0,'Une',femme),p(0,coupe,p(0,un,oignon)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5169	La femme est en train de couper des oignons	p(0,p(0,'La',femme),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5170	Une femme coupe rapidement un oignon	p(0,p(0,'Une',femme),p(0,p(1,coupe,rapidement),p(0,un,oignon)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
5171	La femme est en train de couper des oignons	p(0,p(0,'La',femme),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5172	Il n'y a pas de femme coupant un oignon	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,femme,p(0,coupant,p(0,un,oignon)))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6))))),word(2))),word(0))
5173	La femme est en train de couper des oignons	p(0,p(0,'La',femme),p(0,est,p(0,en,p(0,train,p(0,de,p(0,couper,p(0,des,oignons)))))))	appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))
5174	Une femme coupe un oignon	p(0,p(0,'Une',femme),p(0,coupe,p(0,un,oignon)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5175	Un homme porte un chapeau dur et danse	p(0,p(0,'Un',homme),p(0,porte,p(0,un,p(0,chapeau,p(0,dur,p(0,et,danse))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
5176	Un homme porte un chapeau qui est dur et danse	p(0,p(0,'Un',homme),p(0,p(0,porte,p(0,un,p(0,chapeau,p(0,qui,p(0,est,dur))))),p(0,et,danse)))	appl(appl(appl(word(8),word(9)),appl(word(2),appl(word(3),appl(appl(word(5),appl(word(6),word(7))),word(4))))),appl(word(0),word(1)))
5177	Un homme porte un chapeau dur et danse	p(0,p(0,'Un',homme),p(0,porte,p(0,un,p(0,chapeau,p(0,dur,p(0,et,danse))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
5178	Un homme est nu et se tient immobile	p(0,p(0,'Un',homme),p(0,p(0,est,nu),p(0,et,p(0,se,p(0,tient,immobile)))))	appl(appl(appl(word(4),appl(appl(word(6),word(7)),word(5))),appl(word(2),word(3))),appl(word(0),word(1)))
5180	Un homme porte un chapeau dur et danse	p(0,p(0,'Un',homme),p(0,porte,p(0,un,p(0,chapeau,p(0,dur,p(0,et,danse))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
5181	Un homme avec un chapeau dur danse	p(0,'Un',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5182	L'homme avec un chapeau dur danse	p(0,'L\'',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5183	Il n'y a pas d'homme avec un chapeau dur dansant	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,'d\'',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),dansant)))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(word(11),appl(word(10),appl(appl(word(7),appl(word(8),word(9))),word(6))))))),word(2))),word(0))
5184	Un homme avec un chapeau dur danse	p(0,'Un',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5185	L'homme avec un chapeau dur danse	p(0,'L\'',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5186	Un homme porte un chapeau dur et danse	p(0,p(0,'Un',homme),p(0,porte,p(0,un,p(0,chapeau,p(0,dur,p(0,et,danse))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
5187	Un homme porte un chapeau dur et danse	p(0,p(0,'Un',homme),p(0,porte,p(0,un,p(0,chapeau,p(0,dur,p(0,et,danse))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
5188	Il n'y a pas d'homme avec un chapeau dur dansant	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,'d\'',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),dansant)))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(word(11),appl(word(10),appl(appl(word(7),appl(word(8),word(9))),word(6))))))),word(2))),word(0))
5189	Un homme avec un chapeau dur danse	p(0,'Un',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5190	Un homme porte un chapeau qui est dur et danse	p(0,p(0,'Un',homme),p(0,p(0,porte,p(0,un,p(0,chapeau,p(0,qui,p(0,est,dur))))),p(0,et,danse)))	appl(appl(appl(word(8),word(9)),appl(word(2),appl(word(3),appl(appl(word(5),appl(word(6),word(7))),word(4))))),appl(word(0),word(1)))
5191	Un homme est nu et se tient immobile	p(0,p(0,'Un',homme),p(0,p(0,est,nu),p(0,et,p(0,se,p(0,tient,immobile)))))	appl(appl(appl(word(4),appl(appl(word(6),word(7)),word(5))),appl(word(2),word(3))),appl(word(0),word(1)))
5192	Un homme avec un chapeau dur danse	p(0,'Un',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5194	Un homme avec un chapeau dur danse	p(0,'Un',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5195	Un homme porte un chapeau dur et danse	p(0,p(0,'Un',homme),p(0,porte,p(0,un,p(0,chapeau,p(0,dur,p(0,et,danse))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
5196	Un homme avec un chapeau dur danse	p(0,'Un',p(0,p(0,p(0,homme,p(0,avec,p(0,un,chapeau))),dur),danse))	appl(word(0),appl(word(6),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
5219	Une femme coupe une pomme de terre	p(0,p(0,'Une',femme),p(0,coupe,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5220	Une femme tranche une pomme de terre	p(0,p(0,'Une',femme),p(0,tranche,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5221	Une femme tranche une pomme de terre	p(0,p(0,'Une',femme),p(0,tranche,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5222	Il n'y a pas de femme qui coupe une pomme de terre	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,femme,p(0,qui,p(0,coupe,p(0,une,pomme)))),p(0,de,terre))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(11),word(12)),appl(appl(word(7),appl(word(8),appl(word(9),word(10)))),word(6)))))),word(2))),word(0))
5227	Une femme tranche une pomme de terre	p(0,p(0,'Une',femme),p(0,tranche,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5230	Une femme tranche une pomme de terre	p(0,p(0,'Une',femme),p(0,tranche,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5232	Une femme coupe une pomme de terre	p(0,p(0,'Une',femme),p(0,coupe,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5234	Il n'y a pas de femme qui coupe une pomme de terre	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,femme,p(0,qui,p(0,coupe,p(0,une,pomme)))),p(0,de,terre))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(11),word(12)),appl(appl(word(7),appl(word(8),appl(word(9),word(10)))),word(6)))))),word(2))),word(0))
5236	Une femme tranche une pomme de terre	p(0,p(0,'Une',femme),p(0,tranche,p(0,une,p(0,pomme,p(0,de,terre)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5241	La dame tranche soigneusement la viande	p(0,p(0,'La',dame),p(0,p(1,tranche,soigneusement),p(0,la,viande)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
5242	La dame tranche la viande	p(0,p(0,'La',dame),p(0,tranche,p(0,la,viande)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5243	La dame tranche la viande	p(0,p(0,'La',dame),p(0,tranche,p(0,la,viande)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5244	La dame ne tranche pas la viande	p(0,p(0,'La',dame),p(0,ne,p(0,p(1,tranche,pas),p(0,la,viande))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),word(6))),A)))),appl(word(0),word(1)))
5245	La dame mange des tranches de viande	p(0,p(0,'La',dame),p(0,mange,p(0,des,p(0,tranches,p(0,de,viande)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5246	La dame tranche la viande	p(0,p(0,'La',dame),p(0,tranche,p(0,la,viande)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5247	La dame tranche soigneusement la viande	p(0,p(0,'La',dame),p(0,p(1,tranche,soigneusement),p(0,la,viande)))	appl(lambda(A,appl(word(3),appl(appl(word(2),appl(word(4),word(5))),A))),appl(word(0),word(1)))
5249	La dame ne tranche pas la viande	p(0,p(0,'La',dame),p(0,ne,p(0,p(1,tranche,pas),p(0,la,viande))))	appl(appl(word(2),lambda(A,appl(word(4),appl(appl(word(3),appl(word(5),word(6))),A)))),appl(word(0),word(1)))
5252	La dame mange des tranches de viande	p(0,p(0,'La',dame),p(0,mange,p(0,des,p(0,tranches,p(0,de,viande)))))	appl(appl(word(2),appl(word(3),appl(appl(word(5),word(6)),word(4)))),appl(word(0),word(1)))
5253	La dame tranche la viande	p(0,p(0,'La',dame),p(0,tranche,p(0,la,viande)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5256	La dame tranche la viande	p(0,p(0,'La',dame),p(0,tranche,p(0,la,viande)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5258	La dame tranche la viande	p(0,p(0,'La',dame),p(0,tranche,p(0,la,viande)))	appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))
5263	Quelques furets sortent de la cage	p(0,p(0,'Quelques',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5264	Plusieurs furets sortent de la cage	p(0,p(0,'Plusieurs',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5265	Plusieurs furets grimpent dans la cage	p(1,p(0,p(0,'Plusieurs',furets),grimpent),p(0,dans,p(0,la,cage)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5266	Plusieurs furets sortent de la cage	p(0,p(0,'Plusieurs',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5267	Quelques furets sortent de la cage	p(0,p(0,'Quelques',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5269	Plusieurs furets grimpent dans la cage	p(1,p(0,p(0,'Plusieurs',furets),grimpent),p(0,dans,p(0,la,cage)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5272	Plusieurs furets sortent de la cage	p(0,p(0,'Plusieurs',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5274	Plusieurs furets sortent de la cage	p(0,p(0,'Plusieurs',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5276	Plusieurs furets sortent de la cage	p(0,p(0,'Plusieurs',furets),p(0,sortent,p(0,de,p(0,la,cage))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5277	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5278	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5279	Un homme descend de la voiture	p(0,p(0,'Un',homme),p(0,descend,p(0,de,p(0,la,voiture))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
5280	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5282	Un homme monte dans une voiture dans un garage	p(1,p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1)))))
5283	Un homme stationne une voiture dans un garage	p(1,p(0,p(0,'Un',homme),p(0,stationne,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5284	Un homme monte dans une voiture dans un garage	p(1,p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1)))))
5285	Un homme monte dans une voiture dans un garage	p(1,p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1)))))
5288	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5289	Un homme stationne une voiture dans un garage	p(1,p(0,p(0,'Un',homme),p(0,stationne,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(5),appl(word(6),word(7))),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1))))
5290	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5292	Un homme monte dans une voiture	p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
5293	Un homme monte dans une voiture dans un garage	p(1,p(1,p(0,p(0,'Un',homme),monte),p(0,dans,p(0,une,voiture))),p(0,dans,p(0,un,garage)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1)))))
